Filename                                                                                       Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
deps/Catch2/src/catch2/internal/catch_stream_end_stop.hpp                                            1                 1     0.00%           1                 1     0.00%           1                 1     0.00%           0                 0         -
deps/Catch2/src/catch2/internal/catch_stringref.hpp                                                  8                 1    87.50%           6                 1    83.33%          16                 3    81.25%           0                 0         -
deps/Catch2/src/catch2/internal/catch_test_registry.hpp                                              3                 0   100.00%           1                 0   100.00%           1                 0   100.00%           0                 0         -
deps/Catch2/src/catch2/internal/catch_unique_ptr.hpp                                                 1                 0   100.00%           1                 0   100.00%           3                 0   100.00%           0                 0         -
deps/fmt/include/fmt/base.h                                                                        631               631     0.00%         194               194     0.00%         886               886     0.00%         340               340     0.00%
deps/fmt/include/fmt/format-inl.h                                                                  365               365     0.00%          70                70     0.00%         726               726     0.00%         176               176     0.00%
deps/fmt/include/fmt/format.h                                                                     1511              1511     0.00%         251               251     0.00%        2198              2198     0.00%         838               838     0.00%
tests/test_array.cpp                                                                              1224               120    90.20%           7                 0   100.00%         144                 0   100.00%         136               120    11.76%

Files which contain no functions:
build/coverage/deps/Catch2/generated-includes/catch2/catch_user_config.hpp                           0                 0         -           0                 0         -           0                 0         -           0                 0         -
build/coverage/deps/Catch2/src/src/catch2/internal/catch_compiler_capabilities.hpp                   0                 0         -           0                 0         -           0                 0         -           0                 0         -
build/coverage/deps/Catch2/src/src/catch2/internal/catch_move_and_forward.hpp                        0                 0         -           0                 0         -           0                 0         -           0                 0         -
build/coverage/deps/Catch2/src/src/catch2/internal/catch_source_line_info.hpp                        0                 0         -           0                 0         -           0                 0         -           0                 0         -
deps/Catch2/src/catch2/catch_test_macros.hpp                                                         0                 0         -           0                 0         -           0                 0         -           0                 0         -
deps/Catch2/src/catch2/internal/catch_compiler_capabilities.hpp                                      0                 0         -           0                 0         -           0                 0         -           0                 0         -
deps/Catch2/src/catch2/internal/catch_preprocessor_internal_stringify.hpp                            0                 0         -           0                 0         -           0                 0         -           0                 0         -
deps/Catch2/src/catch2/internal/catch_test_macro_impl.hpp                                            0                 0         -           0                 0         -           0                 0         -           0                 0         -
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                                                                             8779              6198    29.40%        1804              1323    26.66%       12412              9784    21.17%        4222              3759    10.97%
